,Unnamed: 0.1,Unnamed: 0,name,title_english,title_japanese,type,source,producers,genre,studio,episodes,duration,rating,score,scored_by,rank,popularity,favorites,broadcast,premiered_season,premiered_year
1458,2083,7466,Non Non Biyori,Non Non Biyori,のんのんびより,TV,Manga,TV Tokyo,School,Silver Link.,12.0,24 min per ep,PG-13 - Teens 13 or older,8.0,91304.0,573.0,405.0,3559.0,Tuesdays at 02:05 (JST),Fall,2013
1460,2085,7498,Zettai Bouei Leviathan,Leviathan: The Last Defense,絶対防衛レヴィアタン,TV,Game,TV Tokyo,Fantasy,Gonzo,13.0,20 min per ep,PG-13 - Teens 13 or older,6.37,8310.0,6355.0,2747.0,34.0,Unknown,Spring,2013
1461,2087,7511,Haitai Nanafa 2nd Season,Nanba 2,はいたい七葉 2,TV,Original,Ryukyu Asahi Broadcasting,Supernatural,Passione,13.0,3 min per ep,G - All Ages,6.1,870.0,7398.0,6692.0,1.0,Unknown,Spring,2013
1463,2089,7516,Kimi no Iru Machi,A Town Where You Live,君のいる町,TV,Manga,TV Tokyo,Slice of Life,Gonzo,12.0,20 min per ep,R+ - Mild Nudity,7.09,39891.0,3325.0,1012.0,446.0,Unknown,Summer,2013
1464,2090,7522,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.","Recently, my sister is unusual.",最近、妹のようすがちょっとおかしいんだが。,TV,Manga,Lantis,Supernatural,Project No.9,12.0,23 min per ep,R+ - Mild Nudity,6.39,50047.0,6256.0,920.0,131.0,Unknown,Winter,2014
1467,2093,7534,Inu to Hasami wa Tsukaiyou,Dog & Scissors,犬とハサミは使いよう,TV,Light novel,Avex Entertainment,Comedy,Gonzo,12.0,24 min per ep,PG-13 - Teens 13 or older,6.66,44794.0,5060.0,1030.0,187.0,Tuesdays at 01:00 (JST),Summer,2013
1468,2094,7538,Sparrow's Hotel,Sparrow's Hotel,スパロウズホテル,TV,4-koma manga,DAX Production,Comedy,Hotline,12.0,3 min per ep,PG-13 - Teens 13 or older,5.53,4016.0,8862.0,4377.0,8.0,Unknown,Spring,2013
1469,2095,7542,Pokemon Best Wishes! Season 2: Decolora Adventure,Pokémon: Black & White: Adventures in Unova and Beyond,ポケットモンスター ベストウイッシュ シーズン２ デコロラアドベンチャー,TV,Game,TV Tokyo,Comedy,OLM,20.0,22 min per ep,PG - Children,6.48,9943.0,5872.0,2933.0,21.0,Thursdays at 19:00 (JST),Spring,2013
1470,2096,7548,Golden Time,Golden Time,ゴールデンタイム,TV,Light novel,Genco,Romance,J.C.Staff,24.0,24 min per ep,PG-13 - Teens 13 or older,7.88,234807.0,737.0,126.0,7150.0,Fridays at 02:35 (JST),Fall,2013
1471,2097,7552,Uchouten Kazoku,The Eccentric Family,有頂天家族,TV,Novel,Bandai Visual,Slice of Life,P.A. Works,13.0,24 min per ep,PG-13 - Teens 13 or older,7.94,37004.0,648.0,888.0,1160.0,Sundays at 22:00 (JST),Summer,2013
1473,2099,7567,Tanken Driland: 1000-nen no Mahou,Exploration Doriland-1000 Years of Maho-,探検ドリランド-1000年の真宝（まほう）-,TV,Unknown,TV Tokyo,Fantasy,Toei Animation,51.0,24 min per ep,PG - Children,6.07,84.0,7521.0,9038.0,2.0,Unknown,Spring,2013
1474,2100,7576,Freezing Vibration,Freezing Vibration,フリージング ヴァイブレーション,TV,Manga,Media Factory,Drama,A.C.G.T.,12.0,23 min per ep,R+ - Mild Nudity,6.99,58951.0,3698.0,875.0,186.0,Fridays at 21:30 (JST),Fall,2013
1475,2102,7584,Rozen Maiden (2013),Rozen Maiden: Zurückspulen,ローゼンメイデン (2013),TV,Manga,TBS,Action,Studio Deen,13.0,24 min per ep,PG-13 - Teens 13 or older,7.41,23613.0,2029.0,1525.0,199.0,Fridays at 01:58 (JST),Summer,2013
1477,2104,7596,Nourin,No-Rin,のうりん,TV,Light novel,Frontier Works,School,Silver Link.,12.0,24 min per ep,PG-13 - Teens 13 or older,6.92,48033.0,3963.0,883.0,175.0,Unknown,Winter,2014
1478,2106,7598,Recorder to Randoseru Mi☆,Recorder and Randsell Mi,リコーダーとランドセル ミ☆,TV,4-koma manga,Takeshobo,School,Seven,12.0,3 min per ep,PG-13 - Teens 13 or older,6.76,8805.0,4633.0,3259.0,3.0,Unknown,Summer,2013
1479,2107,7600,Magi: The Kingdom of Magic,Magi: The Kingdom of Magic,マギ The kingdom of magic,TV,Manga,Aniplex,Adventure,A-1 Pictures,25.0,25 min per ep,PG-13 - Teens 13 or older,8.42,225933.0,158.0,138.0,5984.0,Unknown,Fall,2013
1480,2108,7601,Servant x Service,Servant x Service,サーバント×サービス,TV,4-koma manga,Aniplex,Slice of Life,A-1 Pictures,13.0,23 min per ep,PG-13 - Teens 13 or older,7.76,58915.0,979.0,746.0,527.0,Unknown,Summer,2013
1481,2109,7602,Teekyuu 2,Teekyu 2,てーきゅう ２期,TV,Manga,DAX Production,Comedy,MAPPA,12.0,2 min per ep,PG-13 - Teens 13 or older,6.83,12979.0,4306.0,2733.0,22.0,Unknown,Summer,2013
1482,2111,7605,Tonari no Seki-kun,Tonari no Seki-kun: The Master of Killing Time,となりの関くん,TV,Manga,Starchild Records,School,Shin-Ei Animation,21.0,7 min per ep,G - All Ages,7.66,63547.0,1222.0,709.0,481.0,Unknown,Winter,2014
1483,2112,7608,Kyoukai no Kanata,Beyond the Boundary,境界の彼方,TV,Light novel,Lantis,Slice of Life,Kyoto Animation,12.0,24 min per ep,PG-13 - Teens 13 or older,7.86,286703.0,790.0,78.0,8346.0,Thursdays at 00:30 (JST),Fall,2013
1484,2114,7611,Yowamushi Pedal,Yowamushi Pedal,弱虫ペダル,TV,Manga,TOHO animation,Comedy,TMS Entertainment,38.0,24 min per ep,PG-13 - Teens 13 or older,8.09,66380.0,465.0,701.0,1950.0,Unknown,Fall,2013
1485,2116,7613,Little Busters!: Refrain,Little Busters! ~Refrain~,リトルバスターズ！～Refrain～,TV,Visual novel,Warner Bros. Japan,Slice of Life,J.C.Staff,13.0,24 min per ep,PG-13 - Teens 13 or older,8.31,50990.0,241.0,942.0,1708.0,Unknown,Fall,2013
1486,2119,7618,Gatchaman Crowds,Gatchaman Crowds,ガッチャマン クラウズ,TV,Original,VAP,Sci-Fi,Tatsunoko Production,12.0,23 min per ep,PG-13 - Teens 13 or older,7.4,53309.0,2050.0,676.0,1167.0,Unknown,Summer,2013
1487,2121,7621,White Album 2,White Album 2,ホワイトアルバム2,TV,Visual novel,Starchild Records,Drama,Satelight,13.0,23 min per ep,PG-13 - Teens 13 or older,7.86,65800.0,798.0,664.0,2567.0,Unknown,Fall,2013
1489,2123,7627,Strike the Blood,Strike the Blood,ストライク・ザ・ブラッド,TV,Light novel,Movic,Ecchi,Silver Link.,24.0,24 min per ep,R+ - Mild Nudity,7.33,178120.0,2368.0,183.0,1861.0,Fridays at 23:30 (JST),Fall,2013
1490,2124,7629,Kakumeiki Valvrave 2nd Season,Valvrave the Liberator 2nd Season,革命機ヴァルヴレイヴ　2ndシーズン,TV,Original,Aniplex,Action,Sunrise,12.0,24 min per ep,R - 17+ (violence & profanity),7.37,41020.0,2184.0,1298.0,205.0,Unknown,Fall,2013
1491,2125,7652,Mazinger ZIP!,Mazinger ZIP!,マジンガーZIP!,TV,Unknown,Nippon Television Network,Comedy,Kate Arrow,237.0,1 min per ep,G - All Ages,6.07,106.0,7514.0,10171.0,0.0,Not scheduled once per week,Spring,2013
1492,2127,7659,Gingitsune,Gingitsune: Messenger Fox of the Gods,ぎんぎつね,TV,Manga,TV Tokyo,Slice of Life,Diomedea,12.0,24 min per ep,PG-13 - Teens 13 or older,7.21,17965.0,2814.0,1883.0,89.0,Mondays at 01:05 (JST),Fall,2013
1493,2129,7671,Genshiken Nidaime,Genshiken Second Season,げんしけん 二代目,TV,Manga,Starchild Records,Comedy,Production I.G,13.0,24 min per ep,R - 17+ (violence & profanity),7.51,17109.0,1636.0,2030.0,89.0,Unknown,Summer,2013
1494,2131,7679,Kitakubu Katsudou Kiroku,Chronicles of the Going Home Club,帰宅部活動記録,TV,Manga,VAP,Slice of Life,Nomad,12.0,23 min per ep,PG-13 - Teens 13 or older,6.82,12123.0,4327.0,2035.0,92.0,Fridays at 02:43 (JST),Summer,2013
1495,2133,7682,Free!,Free! - Iwatobi Swim Club,Free!,TV,Original,Lantis,Comedy,Kyoto Animation,12.0,24 min per ep,PG-13 - Teens 13 or older,7.56,217842.0,1479.0,165.0,8172.0,Thursdays at Unknown,Summer,2013
1496,2134,7684,Senyuu. 2,Warabe.2,戦勇。2,TV,Web manga,TV Tokyo,Fantasy,Ordet,13.0,4 min per ep,PG-13 - Teens 13 or older,7.55,25044.0,1529.0,1873.0,102.0,Unknown,Summer,2013
1498,2136,7715,Chuunibyou demo Koi ga Shitai! Ren,"Love, Chunibyo & Other Delusions!: Heart Throb",中二病でも恋がしたい！戀,TV,Light novel,Lantis,Romance,Kyoto Animation,12.0,24 min per ep,PG-13 - Teens 13 or older,7.6,197193.0,1361.0,209.0,1424.0,Thursdays at 00:30 (JST),Winter,2014
1499,2137,7716,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"Yusibu: I couldnt become a hero, so I reluctantly decided to get a job.",勇者になれなかった俺はしぶしぶ就職を決意しました。,TV,Light novel,Lantis,Comedy,Asread,12.0,24 min per ep,R+ - Mild Nudity,7.02,83030.0,3618.0,518.0,334.0,Saturdays at 01:30 (JST),Fall,2013
1500,2138,7717,Kill la Kill,KILL la KILL,キルラキル,TV,Original,Aniplex,Action,Trigger,24.0,24 min per ep,PG-13 - Teens 13 or older,8.18,459163.0,349.0,28.0,24385.0,Fridays at 02:05 (JST),Fall,2013
1501,2139,7719,Diamond no Ace,Ace of Diamond,ダイヤのA[エース],TV,Manga,TV Tokyo,Comedy,Production I.G,75.0,24 min per ep,PG-13 - Teens 13 or older,8.19,53466.0,334.0,805.0,2464.0,Sundays at 08:30 (JST),Fall,2013
1502,2140,7734,BlazBlue: Alter Memory,BlazBlue: Alter Memory,ブレイブルー オルターメモリー,TV,Game,Lantis,Action,Hoods Entertainment,12.0,24 min per ep,R - 17+ (violence & profanity),6.23,27421.0,6907.0,1354.0,166.0,Wednesdays at 01:30 (JST),Fall,2013
1503,2141,7735,Gifuu Doudou!!: Kanetsugu to Keiji,Yoshifu dudo !! Kanetsugu and Keiji,義風堂々!! 兼続と慶次,TV,Manga,North Stars Pictures,Action,Studio Deen,25.0,24 min per ep,R - 17+ (violence & profanity),6.52,1628.0,5702.0,4773.0,15.0,Unknown,Summer,2013
1504,2142,7751,Ninja Hattori-kun (2012),Ninja Hattori -kun (2012 edition),忍者ハットリくん （2012年版）,TV,Manga,TV Asahi,Comedy,Shin-Ei Animation,52.0,24 min per ep,G - All Ages,6.49,236.0,5839.0,9741.0,1.0,Not scheduled once per week,Spring,2012
1506,2144,7757,Nisekoi,Nisekoi: False Love,ニセコイ,TV,Manga,Aniplex,School,Shaft,20.0,24 min per ep,PG-13 - Teens 13 or older,7.79,317381.0,915.0,80.0,9907.0,Saturdays at 23:30 (JST),Winter,2014
1507,2147,7771,"Wake Up, Girls!","Wake Up, Girls!","Wake Up, Girls！",TV,Original,TV Tokyo,Drama,Tatsunoko Production,12.0,24 min per ep,PG-13 - Teens 13 or older,7.04,13931.0,3538.0,1959.0,140.0,Saturdays at 01:23 (JST),Winter,2014
1509,2150,7788,Love Live! School Idol Project 2nd Season,Love Live! School Idol Project 2,ラブライブ! School idol project 2期,TV,Other,Bandai Visual,Slice of Life,Sunrise,13.0,23 min per ep,PG-13 - Teens 13 or older,7.96,88017.0,620.0,615.0,2582.0,Sundays at 22:30 (JST),Spring,2014
1510,2151,7790,Toaru Hikuushi e no Koiuta,The Pilot's Love Song,とある飛空士への恋歌,TV,Light novel,Bandai Visual,Adventure,TMS Entertainment,13.0,24 min per ep,PG-13 - Teens 13 or older,7.24,30565.0,2716.0,1282.0,184.0,Unknown,Winter,2014
1512,2153,7797,Walkure Romanze,Walkyu Romanze,ワルキューレロマンツェ,TV,Visual novel,Lantis,Sports,8bit,12.0,23 min per ep,R+ - Mild Nudity,6.51,33322.0,5765.0,1117.0,104.0,Mondays at 00:30 (JST),Fall,2013
1513,2154,7798,Youkai Watch,Yo-kai Watch,妖怪ウォッチ,TV,Game,TV Tokyo,Supernatural,OLM,214.0,23 min per ep,G - All Ages,7.08,1154.0,3371.0,3625.0,127.0,Fridays at 18:30 (JST),Winter,2014
1514,2155,7800,Date A Live II,Date A Live II,デート・ア・ライブⅡ,TV,Light novel,Kadokawa Shoten,School,Production IMS,10.0,24 min per ep,R - 17+ (violence & profanity),7.43,180414.0,1907.0,257.0,1742.0,Saturdays at 01:35 (JST),Spring,2014
1516,2158,7825,Meganebu!,Meganebu!,メガネブ!,TV,Other,TOHO animation,School,Studio Deen,12.0,23 min per ep,PG-13 - Teens 13 or older,6.36,7132.0,6376.0,2517.0,61.0,Unknown,Fall,2013
1517,2159,7832,Pokemon XY,Pokémon The Series: XY,ポケットモンスターXY,TV,Game,TV Tokyo,Comedy,OLM,93.0,23 min per ep,PG - Children,7.41,26688.0,2026.0,1548.0,275.0,Thursdays at 19:00 (JST),Fall,2013
1518,2160,7834,Nyuru Nyuru!! Kakusen-kun,Nyurunyu !! kakusen -kun,にゅるにゅる!!KAKUSENくん,TV,Unknown,Yomiuri Telecasting,Comedy,DLE,25.0,2 min per ep,G - All Ages,5.8,57.0,8257.0,10627.0,1.0,Unknown,Summer,2013
1519,2161,7836,Pupa,Pupa,Pupa (ピューパ),TV,Manga,Earth Star Entertainment,Horror,Studio Deen,12.0,4 min per ep,R - 17+ (violence & profanity),3.67,58328.0,10239.0,842.0,152.0,Fridays at 02:03 (JST),Winter,2014
1521,2164,7841,Gin no Saji 2nd Season,Silver Spoon 2nd Season,銀の匙2ndシーズン,TV,Manga,Aniplex,School,A-1 Pictures,11.0,24 min per ep,PG-13 - Teens 13 or older,8.33,58681.0,215.0,1009.0,487.0,Fridays at 00:50 (JST),Winter,2014
1523,2166,7843,Galilei Donna,Galilei Donna: Storia di tre sorelle a caccia di un mistero,ガリレイドンナ,TV,Original,Aniplex,Adventure,A-1 Pictures,11.0,24 min per ep,R - 17+ (violence & profanity),6.47,19676.0,5912.0,1795.0,46.0,Fridays at 00:50 (JST),Fall,2013
1524,2167,7844,Outbreak Company,Outbreak Company,アウトブレイク・カンパニー,TV,Light novel,Pony Canyon,Comedy,feel.,12.0,24 min per ep,PG-13 - Teens 13 or older,7.46,105310.0,1816.0,422.0,704.0,Unknown,Fall,2013
1525,2168,7845,Yami Shibai,Yamishibai: Japanese Ghost Stories,闇芝居,TV,Original,TV Tokyo,Horror,ILCA,13.0,4 min per ep,PG-13 - Teens 13 or older,7.16,25211.0,3061.0,1574.0,172.0,Unknown,Summer,2013
1526,2169,7849,Akuma no Riddle,Riddle Story of Devil,悪魔のリドル,TV,Manga,Mainichi Broadcasting System,School,Diomedea,12.0,23 min per ep,R - 17+ (violence & profanity),6.76,86170.0,4595.0,509.0,892.0,Unknown,Spring,2014
1527,2174,7895,Hajime no Ippo: Rising,Hajime No Ippo: The Fighting!,はじめの一歩 Rising,TV,Manga,VAP,Comedy,Madhouse,25.0,22 min per ep,PG-13 - Teens 13 or older,8.65,66514.0,58.0,829.0,719.0,Sundays at 01:35 (JST),Fall,2013
1529,2177,7905,Kyousou Giga (TV),Kyousougiga,京騒戯画,TV,Original,Asatsu DK,Fantasy,Toei Animation,10.0,25 min per ep,PG-13 - Teens 13 or older,7.87,33411.0,766.0,925.0,1499.0,Thursdays at 01:30 (JST),Fall,2013
1530,2179,7918,Mahou Sensou,Magical Warfare,魔法戦争,TV,Light novel,Media Factory,Fantasy,Madhouse,12.0,24 min per ep,PG-13 - Teens 13 or older,6.16,72328.0,7196.0,617.0,256.0,Unknown,Winter,2014
1531,2180,7920,Sidonia no Kishi,Knights of Sidonia,シドニアの騎士,TV,Manga,Starchild Records,Sci-Fi,Polygon Pictures,12.0,24 min per ep,R - 17+ (violence & profanity),7.78,80657.0,942.0,564.0,1313.0,Unknown,Spring,2014
1532,2181,7926,No Game No Life,"No Game, No Life",ノーゲーム・ノーライフ,TV,Light novel,Frontier Works,Fantasy,Madhouse,12.0,23 min per ep,PG-13 - Teens 13 or older,8.38,699945.0,188.0,9.0,35211.0,Wednesdays at 21:30 (JST),Spring,2014
1535,2185,7938,Gaist Crusher,Geist Crusher,ガイストクラッシャー,TV,Game,TV Tokyo,Fantasy,Studio Pierrot,51.0,20 min per ep,PG - Children,5.92,158.0,7916.0,7757.0,3.0,Wednesdays at 18:00 (JST),Fall,2013
1537,2198,7988,D-Frag!,D-Frag!,ディーふらぐ！,TV,Manga,TV Tokyo,Comedy,Brain's Base,12.0,24 min per ep,PG-13 - Teens 13 or older,7.69,125167.0,1128.0,343.0,1874.0,Unknown,Winter,2014
1538,2199,7989,Miss Monochrome: The Animation,Miss Monochrome -THE ANIMATION-,ミス・モノクローム -The Animation-,TV,Original,TV Tokyo,Comedy,SANZIGEN,13.0,4 min per ep,G - All Ages,6.47,17196.0,5923.0,2028.0,48.0,Wednesdays at 01:35 (JST),Fall,2013
1540,2201,7994,Wizard Barristers: Benmashi Cecil,Wizard Barristers,ウィザード・バリスターズ～弁魔士セシル,TV,Original,Pony Canyon,Action,Arms,12.0,24 min per ep,PG-13 - Teens 13 or older,6.23,18163.0,6944.0,1763.0,48.0,Mondays at 01:30 (JST),Winter,2014
1541,2202,7995,Space☆Dandy,Space Dandy,スペース☆ダンディ,TV,Original,Bandai Visual,Sci-Fi,Bones,13.0,24 min per ep,PG-13 - Teens 13 or older,7.88,82465.0,752.0,487.0,3161.0,Unknown,Winter,2014
1542,2205,8008,Gekisou! Rubenkaiser,Running! Rubenkaizer,激走! ルーベンカイザー,TV,Unknown,TV Asahi,Sports,Toei Animation,17.0,25 min per ep,PG-13 - Teens 13 or older,6.31,26.0,10972.0,11722.0,0.0,Unknown,Fall,1977
1543,2207,8016,Robokko Beeton,Robikko Beaton,ろぼっ子ビートン,TV,Unknown,Tohokushinsha Film Corporation,Kids,Sunrise,50.0,25 min per ep,PG - Children,5.56,18.0,12696.0,13009.0,0.0,Unknown,Fall,1976
1544,2208,8028,Easy Cooking Animation: Seishun no Shokutaku,Easy Cooking Animation Say Chun Dining Table,EASY COOKING ANIMATION セイシュンの食卓,TV,Unknown,Kitty Films,Comedy,Madhouse,25.0,3 min per ep,G - All Ages,4.89,18.0,10825.0,12584.0,0.0,Unknown,Summer,1989
1545,2210,8044,Wooser no Sono Higurashi: Kakusei-hen,Wooser's Hand-to-Mouth Life: Awakening Arc,うーさーのその日暮らし　覚醒編,TV,Web manga,TV Tokyo,Fantasy,SANZIGEN,12.0,4 min per ep,G - All Ages,6.7,2613.0,4908.0,5189.0,7.0,Unknown,Winter,2014
1546,2211,8058,Hoozuki no Reitetsu,Hozuki's Coolheadedness,鬼灯の冷徹,TV,Manga,Starchild Records,Fantasy,Wit Studio,13.0,24 min per ep,PG-13 - Teens 13 or older,7.85,27655.0,801.0,1155.0,855.0,Fridays at 01:35 (JST),Winter,2014
1548,2213,8066,Teekyuu 3,Teekyu 3,てーきゅう ３期,TV,Manga,DAX Production,Sports,MAPPA,12.0,2 min per ep,PG-13 - Teens 13 or older,6.88,10919.0,4118.0,2978.0,18.0,Unknown,Fall,2013
1549,2214,8070,Noragami,Noragami: Stray God,ノラガミ,TV,Manga,Avex Entertainment,Action,Bones,12.0,24 min per ep,PG-13 - Teens 13 or older,8.14,567923.0,391.0,14.0,20927.0,Sundays at 23:30 (JST),Winter,2014
1550,2215,8071,Fate/kaleid liner Prisma☆Illya 2wei!,Fate/Kaleid Liner Prisma Illya 2Wei!,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ!,TV,Manga,Lantis,Fantasy,Silver Link.,10.0,23 min per ep,PG-13 - Teens 13 or older,7.41,48987.0,1998.0,1024.0,207.0,Thursdays at 01:35 (JST),Summer,2014
1551,2216,8076,Mikakunin de Shinkoukei,Engaged to the Unidentified,未確認で進行形,TV,4-koma manga,Sotsu,Romance,Doga Kobo,12.0,23 min per ep,PG-13 - Teens 13 or older,7.53,102344.0,1581.0,410.0,828.0,Thursdays at 02:13 (JST),Winter,2014
1553,2218,8083,Haikyuu!!,Haikyu!!,ハイキュー!!,TV,Manga,Mainichi Broadcasting System,Shounen,Production I.G,25.0,24 min per ep,PG-13 - Teens 13 or older,8.65,318479.0,57.0,83.0,27110.0,Sundays at 17:00 (JST),Spring,2014
1554,2219,8094,Hamatora The Animation,Hamatora The Animation,ハマトラ THE ANIMATION,TV,Original,TV Tokyo,Comedy,NAZ,12.0,24 min per ep,R - 17+ (violence & profanity),7.39,85743.0,2095.0,468.0,897.0,Unknown,Winter,2014
1556,2221,8105,Ganbare! Lulu Lolo,TINY★TWIN★BEARS,がんばれ！ルルロロ,TV,Picture book,NHK,Slice of Life,Fanworks,26.0,5 min per ep,PG - Children,4.84,19.0,10952.0,11969.0,0.0,Unknown,Winter,2013
1557,2222,8108,Mahouka Koukou no Rettousei,The Irregular at Magic High School,魔法科高校の劣等生,TV,Light novel,Aniplex,Supernatural,Madhouse,26.0,23 min per ep,PG-13 - Teens 13 or older,7.72,263683.0,1077.0,101.0,7767.0,Sundays at 00:30 (JST),Spring,2014
1558,2223,8109,Black Bullet,Black Bullet,ブラック・ブレット　BLACK BULLET　［黒の銃弾］,TV,Light novel,Geneon Universal Entertainment,Action,Kinema Citrus,13.0,24 min per ep,R - 17+ (violence & profanity),7.35,283789.0,2256.0,93.0,3177.0,Tuesdays at 22:30 (JST),Spring,2014
1559,2224,8119,Hitsugi no Chaika,Chaika -The Coffin Princess-,棺姫のチャイカ,TV,Light novel,Kadokawa Shoten,Romance,Bones,12.0,24 min per ep,R - 17+ (violence & profanity),7.39,115431.0,2099.0,340.0,674.0,Thursdays at 01:05 (JST),Spring,2014
1560,2225,8127,JoJo no Kimyou na Bouken: Stardust Crusaders,JoJo's Bizarre Adventure: Stardust Crusaders,ジョジョの奇妙な冒険 スターダストクルセイダース,TV,Manga,Yomiko Advertising,Shounen,David Production,24.0,24 min per ep,R - 17+ (violence & profanity),8.24,176466.0,291.0,289.0,6335.0,Saturdays at 00:30 (JST),Spring,2014
1561,2227,8144,Kiniro no Corda: Blue♪Sky,La corda d'oro: Blue♪Sky,金色のコルダ Blue♪Sky,TV,Visual novel,Koei,School,TYO Animations,12.0,23 min per ep,PG-13 - Teens 13 or older,6.5,7177.0,5784.0,2897.0,40.0,Unknown,Spring,2014
1562,2228,8145,Sekai Seifuku: Bouryaku no Zvezda,World Conquest Zvezda Plot,世界征服～謀略のズヴィズダー～,TV,Original,Aniplex,Action,A-1 Pictures,12.0,24 min per ep,PG-13 - Teens 13 or older,7.15,39754.0,3095.0,977.0,276.0,Unknown,Winter,2014
1563,2230,8159,Seikoku no Dragonar,Dragonar Academy,星刻の竜騎士,TV,Light novel,Media Factory,School,C-Station,12.0,24 min per ep,R+ - Mild Nudity,6.69,64100.0,4937.0,756.0,209.0,Unknown,Spring,2014
1565,2233,8187,Nobunaga the Fool,Nobunaga the Fool,ノブナガ・ザ・フール,TV,Other,TV Tokyo,Sci-Fi,Satelight,24.0,24 min per ep,R - 17+ (violence & profanity),6.77,26332.0,4566.0,1233.0,165.0,Unknown,Winter,2014
1566,2234,8198,Gochuumon wa Usagi Desu ka?,Is the Order a Rabbit?,ご注文はうさぎですか？,TV,4-koma manga,Frontier Works,Slice of Life,White Fox,12.0,23 min per ep,PG-13 - Teens 13 or older,7.59,52287.0,1393.0,699.0,1543.0,Unknown,Spring,2014
1567,2235,8207,Isshuukan Friends.,One Week Friends,一週間フレンズ。,TV,4-koma manga,Nihon Ad Systems,Shounen,Brain's Base,12.0,23 min per ep,PG-13 - Teens 13 or older,7.64,97461.0,1257.0,443.0,1021.0,Mondays at 00:00 (JST),Spring,2014
1568,2236,8213,Tokyo ESP,Tokyo ESP,東京ESP,TV,Manga,Lantis,Shounen,Xebec,12.0,24 min per ep,R - 17+ (violence & profanity),6.62,54035.0,5283.0,773.0,167.0,Unknown,Summer,2014
1569,2237,8218,Bokura wa Minna Kawai-sou,The Kawai Complex Guide to Manors and Hostel Behavior,僕らはみんな河合荘,TV,Manga,TBS,Romance,Brain's Base,12.0,24 min per ep,PG-13 - Teens 13 or older,7.82,123459.0,857.0,355.0,1645.0,Unknown,Spring,2014
1571,2240,8227,Yama no Susume: Second Season,Encouragement of Climb Season 2,ヤマノススメ セカンドシーズン,TV,Manga,Earth Star Entertainment,Comedy,8bit,24.0,13 min per ep,PG-13 - Teens 13 or older,7.56,7848.0,1502.0,2916.0,105.0,Wednesdays at 22:00 (JST),Summer,2014
